Date,Interval,Calls,#_day_of_week,day_of_week,#_intervals,#_int_in_hour,Calls\hours,Month,Year
2018-05-06,4560,0,6,Sunday,96,24.0,0,5,2018
2018-05-07,4560,668,0,Monday,96,24.0,27,5,2018
2018-05-08,4560,1166,1,Tuesday,96,24.0,48,5,2018
2018-05-09,4560,948,2,Wednesday,96,24.0,39,5,2018
2018-05-10,4560,1,3,Thursday,96,24.0,0,5,2018
2018-05-11,4560,510,4,Friday,96,24.0,21,5,2018
2018-05-12,4560,0,5,Saturday,96,24.0,0,5,2018
2018-05-13,4560,0,6,Sunday,96,24.0,0,5,2018
2018-05-14,4560,1382,0,Monday,96,24.0,57,5,2018
2018-05-15,4560,954,1,Tuesday,96,24.0,39,5,2018
2018-05-16,4560,949,2,Wednesday,96,24.0,39,5,2018
2018-05-17,4560,846,3,Thursday,96,24.0,35,5,2018
2018-05-18,4560,802,4,Friday,96,24.0,33,5,2018
2018-05-19,4560,0,5,Saturday,96,24.0,0,5,2018
2018-05-20,4560,0,6,Sunday,96,24.0,0,5,2018
2018-05-21,4560,1193,0,Monday,96,24.0,49,5,2018
2018-05-22,4560,977,1,Tuesday,96,24.0,40,5,2018
2018-05-23,4560,918,2,Wednesday,96,24.0,38,5,2018
2018-05-24,4560,822,3,Thursday,96,24.0,34,5,2018
2018-05-25,4560,569,4,Friday,96,24.0,23,5,2018
2018-05-26,4560,0,5,Saturday,96,24.0,0,5,2018
2018-05-27,4560,0,6,Sunday,96,24.0,0,5,2018
2018-05-28,4560,1230,0,Monday,96,24.0,51,5,2018
2018-05-29,4560,1127,1,Tuesday,96,24.0,46,5,2018
2018-05-30,4560,965,2,Wednesday,96,24.0,40,5,2018
2018-05-31,4560,990,3,Thursday,96,24.0,41,5,2018
2018-06-01,4560,995,4,Friday,96,24.0,41,6,2018
2018-06-02,4560,1,5,Saturday,96,24.0,0,6,2018
2018-06-03,4560,4,6,Sunday,96,24.0,0,6,2018
2018-06-04,4560,1231,0,Monday,96,24.0,51,6,2018
2018-06-05,4560,1027,1,Tuesday,96,24.0,42,6,2018
2018-06-06,4560,1,2,Wednesday,96,24.0,0,6,2018
2018-06-07,4560,1064,3,Thursday,96,24.0,44,6,2018
2018-06-08,4560,941,4,Friday,96,24.0,39,6,2018
2018-06-09,4560,0,5,Saturday,96,24.0,0,6,2018
2018-06-10,4560,0,6,Sunday,96,24.0,0,6,2018
2018-06-11,4560,1283,0,Monday,96,24.0,53,6,2018
2018-06-12,4560,1027,1,Tuesday,96,24.0,42,6,2018
2018-06-13,4560,908,2,Wednesday,96,24.0,37,6,2018
2018-06-14,4560,863,3,Thursday,96,24.0,35,6,2018
2018-06-15,4560,677,4,Friday,96,24.0,28,6,2018
2018-06-16,4560,0,5,Saturday,96,24.0,0,6,2018
2018-06-17,4560,0,6,Sunday,96,24.0,0,6,2018
2018-06-18,4560,1071,0,Monday,96,24.0,44,6,2018
2018-06-19,4560,1039,1,Tuesday,96,24.0,43,6,2018
2018-06-20,4560,856,2,Wednesday,96,24.0,35,6,2018
2018-06-21,4560,882,3,Thursday,96,24.0,36,6,2018
2018-06-22,4560,0,4,Friday,96,24.0,0,6,2018
2018-06-23,4560,0,5,Saturday,96,24.0,0,6,2018
2018-06-24,4560,0,6,Sunday,96,24.0,0,6,2018
2018-06-25,4560,1230,0,Monday,96,24.0,51,6,2018
2018-06-26,4560,963,1,Tuesday,96,24.0,40,6,2018
2018-06-27,4560,978,2,Wednesday,96,24.0,40,6,2018
2018-06-28,4560,1001,3,Thursday,96,24.0,41,6,2018
2018-06-29,4560,1016,4,Friday,96,24.0,42,6,2018
2018-06-30,4560,0,5,Saturday,96,24.0,0,6,2018
2018-07-01,4560,0,6,Sunday,96,24.0,0,7,2018
2018-07-02,4560,1319,0,Monday,96,24.0,54,7,2018
2018-07-03,4560,906,1,Tuesday,96,24.0,37,7,2018
2018-07-04,4560,768,2,Wednesday,96,24.0,32,7,2018
2018-07-05,4560,897,3,Thursday,96,24.0,37,7,2018
2018-07-06,4560,756,4,Friday,96,24.0,31,7,2018
2018-07-07,4560,0,5,Saturday,96,24.0,0,7,2018
2018-07-08,4560,0,6,Sunday,96,24.0,0,7,2018
2018-07-09,4560,1068,0,Monday,96,24.0,44,7,2018
2018-07-10,4560,890,1,Tuesday,96,24.0,37,7,2018
2018-07-11,4560,803,2,Wednesday,96,24.0,33,7,2018
2018-07-12,4560,795,3,Thursday,96,24.0,33,7,2018
2018-07-13,4560,793,4,Friday,96,24.0,33,7,2018
2018-07-14,4560,0,5,Saturday,96,24.0,0,7,2018
2018-07-15,4560,1,6,Sunday,96,24.0,0,7,2018
2018-07-16,4560,966,0,Monday,96,24.0,40,7,2018
2018-07-17,4560,734,1,Tuesday,96,24.0,30,7,2018
2018-07-18,4560,800,2,Wednesday,96,24.0,33,7,2018
2018-07-19,4560,636,3,Thursday,96,24.0,26,7,2018
2018-07-20,4560,708,4,Friday,96,24.0,29,7,2018
2018-07-21,4560,1,5,Saturday,96,24.0,0,7,2018
2018-07-22,4560,0,6,Sunday,96,24.0,0,7,2018
2018-07-23,4560,962,0,Monday,96,24.0,40,7,2018
2018-07-24,4560,802,1,Tuesday,96,24.0,33,7,2018
2018-07-25,4560,768,2,Wednesday,96,24.0,32,7,2018
2018-07-26,4560,730,3,Thursday,96,24.0,30,7,2018
2018-07-27,4560,730,4,Friday,96,24.0,30,7,2018
2018-07-28,4560,2,5,Saturday,96,24.0,0,7,2018
2018-07-29,4560,0,6,Sunday,96,24.0,0,7,2018
2018-07-30,4560,1156,0,Monday,96,24.0,48,7,2018
2018-07-31,4560,961,1,Tuesday,96,24.0,40,7,2018
2018-08-01,4560,864,2,Wednesday,96,24.0,36,8,2018
2018-08-02,4560,737,3,Thursday,96,24.0,30,8,2018
2018-08-03,4560,730,4,Friday,96,24.0,30,8,2018
2018-08-04,4560,0,5,Saturday,96,24.0,0,8,2018
2018-08-05,4560,0,6,Sunday,96,24.0,0,8,2018
2018-08-06,4560,1156,0,Monday,96,24.0,48,8,2018
2018-08-07,4560,898,1,Tuesday,96,24.0,37,8,2018
2018-08-08,4560,767,2,Wednesday,96,24.0,31,8,2018
2018-08-09,4560,777,3,Thursday,96,24.0,32,8,2018
2018-08-10,4560,760,4,Friday,96,24.0,31,8,2018
2018-08-11,4560,0,5,Saturday,96,24.0,0,8,2018
2018-08-12,4560,1,6,Sunday,96,24.0,0,8,2018
2018-08-13,4560,1231,0,Monday,96,24.0,51,8,2018
2018-08-14,4560,944,1,Tuesday,96,24.0,39,8,2018
2018-08-15,4560,908,2,Wednesday,96,24.0,37,8,2018
2018-08-16,4560,795,3,Thursday,96,24.0,33,8,2018
2018-08-17,4560,893,4,Friday,96,24.0,37,8,2018
2018-08-18,4560,3,5,Saturday,96,24.0,0,8,2018
2018-08-19,4560,0,6,Sunday,96,24.0,0,8,2018
2018-08-20,3937,540,0,Monday,89,22.25,24,8,2018
2018-08-21,2256,475,1,Tuesday,48,12.0,39,8,2018
2018-08-22,2257,494,2,Wednesday,48,12.0,41,8,2018
2018-08-23,2256,473,3,Thursday,48,12.0,39,8,2018
2018-08-24,2256,511,4,Friday,48,12.0,42,8,2018
2018-08-25,2256,0,5,Saturday,48,12.0,0,8,2018
2018-08-26,2256,0,6,Sunday,48,12.0,0,8,2018
2018-08-27,2256,623,0,Monday,48,12.0,51,8,2018
2018-08-28,2256,555,1,Tuesday,48,12.0,46,8,2018
2018-08-29,2256,504,2,Wednesday,48,12.0,42,8,2018
2018-08-30,2879,439,3,Thursday,55,13.75,31,8,2018
2018-08-31,4560,917,4,Friday,96,24.0,38,8,2018
2018-09-01,4560,1,5,Saturday,96,24.0,0,9,2018
2018-09-02,4560,0,6,Sunday,96,24.0,0,9,2018
2018-09-03,4560,1358,0,Monday,96,24.0,56,9,2018
2018-09-04,4560,1037,1,Tuesday,96,24.0,43,9,2018
2018-09-05,4560,993,2,Wednesday,96,24.0,41,9,2018
2018-09-06,4560,928,3,Thursday,96,24.0,38,9,2018
2018-09-07,4560,1042,4,Friday,96,24.0,43,9,2018
2018-09-08,4560,1,5,Saturday,96,24.0,0,9,2018
2018-09-09,4560,0,6,Sunday,96,24.0,0,9,2018
2018-09-10,4560,1211,0,Monday,96,24.0,50,9,2018
2018-09-11,4560,1050,1,Tuesday,96,24.0,43,9,2018
2018-09-12,4560,1023,2,Wednesday,96,24.0,42,9,2018
2018-09-13,4560,897,3,Thursday,96,24.0,37,9,2018
2018-09-14,4560,964,4,Friday,96,24.0,40,9,2018
2018-09-15,4560,0,5,Saturday,96,24.0,0,9,2018
2018-09-16,4560,0,6,Sunday,96,24.0,0,9,2018
2018-09-17,4560,1217,0,Monday,96,24.0,50,9,2018
2018-09-18,4560,967,1,Tuesday,96,24.0,40,9,2018
2018-09-19,4560,947,2,Wednesday,96,24.0,39,9,2018
2018-09-20,4560,933,3,Thursday,96,24.0,38,9,2018
2018-09-21,4560,1016,4,Friday,96,24.0,42,9,2018
2018-09-22,4560,0,5,Saturday,96,24.0,0,9,2018
2018-09-23,4560,0,6,Sunday,96,24.0,0,9,2018
2018-09-24,4560,1187,0,Monday,96,24.0,49,9,2018
2018-09-25,4560,1072,1,Tuesday,96,24.0,44,9,2018
2018-09-26,4560,1099,2,Wednesday,96,24.0,45,9,2018
2018-09-27,4020,1081,3,Thursday,90,22.5,48,9,2018
2018-09-28,2256,1072,4,Friday,48,12.0,89,9,2018
2018-09-29,2256,0,5,Saturday,48,12.0,0,9,2018
2018-09-30,2256,0,6,Sunday,48,12.0,0,9,2018
2018-10-01,2256,1546,0,Monday,48,12.0,128,10,2018
2018-10-02,2256,1183,1,Tuesday,48,12.0,98,10,2018
2018-10-03,2256,1148,2,Wednesday,48,12.0,95,10,2018
2018-10-04,2256,854,3,Thursday,48,12.0,71,10,2018
2018-10-05,2256,961,4,Friday,48,12.0,80,10,2018
2018-10-06,2256,0,5,Saturday,48,12.0,0,10,2018
2018-10-07,2256,0,6,Sunday,48,12.0,0,10,2018
2018-10-08,3040,1071,0,Monday,57,14.25,75,10,2018
2018-10-09,4560,940,1,Tuesday,96,24.0,39,10,2018
2018-10-10,4560,864,2,Wednesday,96,24.0,36,10,2018
2018-10-11,4560,807,3,Thursday,96,24.0,33,10,2018
2018-10-12,4560,770,4,Friday,96,24.0,32,10,2018
2018-10-13,4560,0,5,Saturday,96,24.0,0,10,2018
2018-10-14,4560,2,6,Sunday,96,24.0,0,10,2018
2018-10-15,4560,1058,0,Monday,96,24.0,44,10,2018
2018-10-16,4560,872,1,Tuesday,96,24.0,36,10,2018
2018-10-17,4560,798,2,Wednesday,96,24.0,33,10,2018
2018-10-18,4560,677,3,Thursday,96,24.0,28,10,2018
2018-10-19,4560,933,4,Friday,96,24.0,38,10,2018
2018-10-20,4560,0,5,Saturday,96,24.0,0,10,2018
2018-10-21,4560,0,6,Sunday,96,24.0,0,10,2018
2018-10-22,4560,1072,0,Monday,96,24.0,44,10,2018
2018-10-23,4560,858,1,Tuesday,96,24.0,35,10,2018
2018-10-24,4560,839,2,Wednesday,96,24.0,34,10,2018
2018-10-25,4560,951,3,Thursday,96,24.0,39,10,2018
2018-10-26,4560,863,4,Friday,96,24.0,35,10,2018
2018-10-27,4560,0,5,Saturday,96,24.0,0,10,2018
2018-10-28,4538,0,6,Sunday,92,23.0,0,10,2018
2018-10-29,4560,1294,0,Monday,96,24.0,53,10,2018
2018-10-30,4560,1006,1,Tuesday,96,24.0,41,10,2018
2018-10-31,4560,972,2,Wednesday,96,24.0,40,10,2018
2018-11-01,4560,816,3,Thursday,96,24.0,34,11,2018
2018-11-02,4560,712,4,Friday,96,24.0,29,11,2018
2018-11-03,4560,0,5,Saturday,96,24.0,0,11,2018
2018-11-04,4560,0,6,Sunday,96,24.0,0,11,2018
2018-11-05,4560,1119,0,Monday,96,24.0,46,11,2018
2018-11-06,4560,832,1,Tuesday,96,24.0,34,11,2018
2018-11-07,4560,709,2,Wednesday,96,24.0,29,11,2018
2018-11-08,4560,786,3,Thursday,96,24.0,32,11,2018
2018-11-09,4560,770,4,Friday,96,24.0,32,11,2018
2018-11-10,4560,0,5,Saturday,96,24.0,0,11,2018
2018-11-11,4560,1,6,Sunday,96,24.0,0,11,2018
2018-11-12,4560,954,0,Monday,96,24.0,39,11,2018
2018-11-13,4560,811,1,Tuesday,96,24.0,33,11,2018
2018-11-14,4560,837,2,Wednesday,96,24.0,34,11,2018
2018-11-15,4560,781,3,Thursday,96,24.0,32,11,2018
2018-11-16,4560,699,4,Friday,96,24.0,29,11,2018
2018-11-17,4560,0,5,Saturday,96,24.0,0,11,2018
2018-11-18,4560,0,6,Sunday,96,24.0,0,11,2018
2018-11-19,4560,974,0,Monday,96,24.0,40,11,2018
2018-11-20,4560,798,1,Tuesday,96,24.0,33,11,2018
2018-11-21,4560,760,2,Wednesday,96,24.0,31,11,2018
2018-11-22,4560,713,3,Thursday,96,24.0,29,11,2018
2018-11-23,4560,804,4,Friday,96,24.0,33,11,2018
2018-11-24,4560,0,5,Saturday,96,24.0,0,11,2018
2018-11-25,4560,0,6,Sunday,96,24.0,0,11,2018
2018-11-26,4560,1002,0,Monday,96,24.0,41,11,2018
2018-11-27,4560,861,1,Tuesday,96,24.0,35,11,2018
2018-11-28,4560,852,2,Wednesday,96,24.0,35,11,2018
2018-11-29,4560,944,3,Thursday,96,24.0,39,11,2018
2018-11-30,4560,839,4,Friday,96,24.0,34,11,2018
2018-12-01,4560,0,5,Saturday,96,24.0,0,12,2018
2018-12-02,4560,0,6,Sunday,96,24.0,0,12,2018
2018-12-03,4560,1171,0,Monday,96,24.0,48,12,2018
2018-12-04,4560,944,1,Tuesday,96,24.0,39,12,2018
2018-12-05,4560,841,2,Wednesday,96,24.0,35,12,2018
2018-12-06,4560,778,3,Thursday,96,24.0,32,12,2018
2018-12-07,4560,743,4,Friday,96,24.0,30,12,2018
2018-12-08,4560,0,5,Saturday,96,24.0,0,12,2018
2018-12-09,4560,0,6,Sunday,96,24.0,0,12,2018
2018-12-10,4560,973,0,Monday,96,24.0,40,12,2018
2018-12-11,4560,910,1,Tuesday,96,24.0,37,12,2018
2018-12-12,3486,853,2,Wednesday,84,21.0,40,12,2018
